recipe_title,ingredient_number,seq,token_name,pos,dep
Insalata di riso,5,3,a,ADP,case
Insalata di riso,5,4,cubetti,NOUN,nmod
Insalata di riso,5,5,100,NUM,nummod
Insalata di riso,5,6,g,CCONJ,acl
Insalata di riso,6,1,Pisellini,PROPN,ROOT
Insalata di riso,6,2,80,NUM,nummod
Insalata di riso,6,3,g,X,nmod
Insalata di riso,7,1,Peperoni,PROPN,nsubj
Insalata di riso,7,2,rossi,PROPN,ROOT
Insalata di riso,7,3,75,NUM,obj
Insalata di riso,7,4,g,CCONJ,dep
Insalata di riso,8,1,Peperoni,PROPN,ROOT
Insalata di riso,8,2,gialli,PROPN,obj
Insalata di riso,8,3,75,NUM,flat
Insalata di riso,8,4,g,CCONJ,ROOT
Insalata di riso,9,1,Olive,NOUN,ROOT
Insalata di riso,9,2,nere,ADJ,amod
Insalata di riso,9,3,denocciolate,NOUN,acl
Insalata di riso,9,4,80,NUM,punct
Insalata di riso,9,5,g,CCONJ,dep
Insalata di riso,10,1,Basilico,PROPN,ROOT
Insalata di riso,10,2,q.b,PROPN,flat:name
Insalata di riso,10,3,.,PUNCT,punct
Insalata di riso,11,1,Olio,PROPN,ROOT
Insalata di riso,11,2,extravergine,ADJ,amod
Insalata di riso,11,3,d',ADP,case
Insalata di riso,11,4,oliva,NOUN,nmod
Insalata di riso,11,5,q.b,PROPN,flat:foreign
Insalata di riso,11,6,.,PUNCT,punct
Insalata di riso,12,1,Sale,VERB,ROOT
Insalata di riso,12,2,fino,ADP,case
Insalata di riso,12,3,q.b,NOUN,nmod
Insalata di riso,12,4,.,PUNCT,punct
Focaccia morbida,1,1,Farina,PROPN,ROOT
Focaccia morbida,1,2,00,NUM,flat:name
Focaccia morbida,1,3,500,NUM,flat:name
Focaccia morbida,1,4,g,CCONJ,punct
Focaccia morbida,2,1,Acqua,NOUN,ROOT
Focaccia morbida,2,2,a,ADP,case
Focaccia morbida,2,3,temperatura,NOUN,nmod
Focaccia morbida,2,4,ambiente,NOUN,compound
Focaccia morbida,2,5,300,NUM,nummod
Focaccia morbida,2,6,g,CCONJ,punct
Focaccia morbida,3,1,Olio,PROPN,ROOT
Focaccia morbida,3,2,extravergine,ADJ,amod
Focaccia morbida,3,3,d',ADP,case
Focaccia morbida,3,4,oliva,NOUN,nmod
Focaccia morbida,3,5,20,NUM,nummod
Focaccia morbida,3,6,g,CCONJ,punct
Focaccia morbida,4,1,Lievito,VERB,ROOT
Focaccia morbida,4,2,di,ADP,case
Focaccia morbida,4,3,birra,NOUN,nmod
Focaccia morbida,4,4,fresco,ADJ,amod
Focaccia morbida,4,5,4,NUM,nummod
Focaccia morbida,4,6,g,NUM,fixed
Focaccia morbida,5,1,Sale,VERB,ROOT
Focaccia morbida,5,2,fino,ADP,case
Focaccia morbida,5,3,5,NUM,nummod
Focaccia morbida,5,4,g,NOUN,dep
Focaccia morbida,6,1,Olio,PROPN,ROOT
Focaccia morbida,6,2,extravergine,ADJ,amod
Focaccia morbida,6,3,d',ADP,case
Focaccia morbida,6,4,oliva,NOUN,nmod
Focaccia morbida,6,5,30,NUM,nummod
Focaccia morbida,6,6,g,NOUN,punct
Focaccia morbida,7,1,Acqua,NOUN,ROOT
Focaccia morbida,7,2,15,NUM,nummod
Focaccia morbida,7,3,g,CCONJ,punct
Focaccia morbida,8,1,Fiocchi,NOUN,ROOT
Focaccia morbida,8,2,di,ADP,case
Focaccia morbida,8,3,sale,NOUN,nmod
Focaccia morbida,8,4,q.b,NOUN,nmod
Focaccia morbida,8,5,.,PUNCT,punct
Focaccia morbida,9,1,Rosmarino,PROPN,ROOT
Focaccia morbida,9,2,q.b,PROPN,flat:name
Focaccia morbida,9,3,.,PUNCT,punct
Focaccia morbida,10,1,Olio,PROPN,ROOT
Focaccia morbida,10,2,extravergine,ADJ,amod
Focaccia morbida,10,3,d',ADP,case
Focaccia morbida,10,4,oliva,NOUN,nmod
Focaccia morbida,10,5,q.b,PROPN,flat:foreign
Focaccia morbida,10,6,.,PUNCT,punct
Pasta alla Norma,1,1,Sedani,PROPN,ROOT
Pasta alla Norma,1,2,Rigati,PROPN,flat:name
Pasta alla Norma,1,3,500,NUM,flat:name
Pasta alla Norma,1,4,g,DET,punct
Pasta alla Norma,2,1,Melanzane,PROPN,ROOT
Pasta alla Norma,2,2,(,PUNCT,punct
Pasta alla Norma,2,3,violetta,ADJ,appos
Pasta alla Norma,2,4,",",PUNCT,punct
Pasta alla Norma,2,5,di,ADP,case
Pasta alla Norma,2,6,Vittoria,PROPN,obl
Pasta alla Norma,2,7,),PUNCT,punct
Pasta alla Norma,2,8,1,NUM,ROOT
Pasta alla Norma,3,1,Ricotta,NOUN,ROOT
Pasta alla Norma,3,2,di,ADP,case
Pasta alla Norma,3,3,pecora,NOUN,nmod
Pasta alla Norma,3,4,(,PUNCT,punct
Pasta alla Norma,3,5,salata,ADJ,appos
Pasta alla Norma,3,6,",",PUNCT,punct
Pasta alla Norma,3,7,siciliana,ADJ,amod
Pasta alla Norma,3,8,),PUNCT,punct
Pasta alla Norma,3,9,150,NUM,nummod
Pasta alla Norma,3,10,g,CCONJ,punct
Pasta alla Norma,4,1,Sale,VERB,ROOT
Pasta alla Norma,4,2,fino,ADP,case
Pasta alla Norma,4,3,q.b,NOUN,nmod
Pasta alla Norma,4,4,.,PUNCT,punct
Pasta alla Norma,5,1,Pomodori,NOUN,ROOT
Pasta alla Norma,5,2,costoluti,ADJ,amod
Pasta alla Norma,5,3,(,PUNCT,punct
Pasta alla Norma,5,4,varietà,NOUN,appos
Pasta alla Norma,5,5,catanese,ADJ,amod
Pasta alla Norma,5,6,",",PUNCT,punct
Pasta alla Norma,5,7,maturi,NOUN,conj
Pasta alla Norma,5,8,),PUNCT,punct
Pasta alla Norma,5,9,"1,5",NUM,nummod
Pasta alla Norma,5,10,kg,NOUN,nmod
Pasta alla Norma,6,1,Aglio,NOUN,ROOT
Pasta alla Norma,6,2,4,NUM,nummod
Pasta alla Norma,6,3,spicchi,NOUN,ROOT
Pasta alla Norma,7,1,Sale,VERB,ROOT
Pasta alla Norma,7,2,fino,ADP,case
Pasta alla Norma,7,3,q.b,NOUN,nmod
Pasta alla Norma,7,4,.,PUNCT,punct
Pasta alla Norma,8,1,Basilico,PROPN,ROOT
Pasta alla Norma,8,2,1,NUM,flat:name
Pasta alla Norma,8,3,mazzetto,NOUN,nmod
Pasta alla Norma,9,1,Olio,PROPN,ROOT
Pasta alla Norma,9,2,extravergine,ADJ,amod
Pasta alla Norma,9,3,d',ADP,case
Pasta alla Norma,9,4,oliva,NOUN,nmod
Pasta alla Norma,9,5,q.b,PROPN,flat:foreign
Pasta alla Norma,9,6,.,PUNCT,punct
Vitello tonnato,1,1,Vitello,PROPN,ROOT
Vitello tonnato,1,2,(,PUNCT,punct
Vitello tonnato,1,3,magatello,NOUN,nmod
Vitello tonnato,1,4,o,CCONJ,cc
Vitello tonnato,1,5,girello,NOUN,conj
Vitello tonnato,1,6,),PUNCT,punct
Vitello tonnato,1,7,800,SYM,nmod
Vitello tonnato,1,8,g,X,ROOT
Vitello tonnato,2,1,Sedano,PROPN,nsubj
Vitello tonnato,2,2,1,NUM,nummod
Vitello tonnato,2,3,costa,VERB,ROOT
Vitello tonnato,3,1,Carote,NOUN,ROOT
Vitello tonnato,3,2,1,NUM,nummod
Vitello tonnato,4,1,Cipolle,NOUN,ROOT
Vitello tonnato,4,2,dorate,ADJ,amod
Vitello tonnato,4,3,1,NUM,nummod
Vitello tonnato,5,1,Aglio,NOUN,ROOT
Vitello tonnato,5,2,1,NUM,nummod
Vitello tonnato,5,3,spicchio,NOUN,ROOT
Vitello tonnato,6,1,Vino,NOUN,ROOT
Vitello tonnato,6,2,bianco,ADJ,amod
Vitello tonnato,6,3,250,NUM,amod
Vitello tonnato,6,4,g,CCONJ,punct
Vitello tonnato,7,1,Acqua,NOUN,ROOT
Vitello tonnato,7,2,"1,5",NUM,nummod
Vitello tonnato,7,3,l,DET,ROOT
Vitello tonnato,8,1,Alloro,PROPN,ROOT
Vitello tonnato,8,2,1,NUM,flat:name
Vitello tonnato,8,3,foglia,NOUN,ROOT
Vitello tonnato,9,1,Chiodi,NOUN,ROOT
Vitello tonnato,9,2,di,ADP,case
Vitello tonnato,9,3,garofano,NOUN,nmod
Vitello tonnato,9,4,q.b,PROPN,nmod
Vitello tonnato,9,5,.,PUNCT,punct
Vitello tonnato,10,1,Olio,PROPN,ROOT
Vitello tonnato,10,2,extravergine,ADJ,amod
Vitello tonnato,10,3,d',ADP,case
Vitello tonnato,10,4,oliva,NOUN,nmod
Vitello tonnato,10,5,3,NUM,nummod
Vitello tonnato,10,6,cucchiai,NOUN,nmod
Vitello tonnato,11,1,Pepe,NOUN,ROOT
Vitello tonnato,11,2,nero,ADJ,amod
Vitello tonnato,11,3,in,ADP,case
Vitello tonnato,11,4,grani,NOUN,nmod
Vitello tonnato,11,5,q.b,PROPN,dep
Vitello tonnato,11,6,.,PUNCT,punct
Vitello tonnato,12,1,Sale,VERB,ROOT
Vitello tonnato,12,2,fino,ADP,case
Vitello tonnato,12,3,q.b,NOUN,nmod
Vitello tonnato,12,4,.,PUNCT,punct
Vitello tonnato,13,1,Uova,NOUN,ROOT
Vitello tonnato,13,2,2,NUM,nummod
Vitello tonnato,14,1,Tonno,PROPN,ROOT
Vitello tonnato,14,2,sott',ADP,case
Vitello tonnato,14,3,olio,NOUN,obl
Vitello tonnato,14,4,sgocciolato,ADJ,amod
Vitello tonnato,14,5,100,NUM,nummod
Vitello tonnato,14,6,g,CCONJ,punct
Vitello tonnato,15,1,Acciughe,NOUN,ROOT
Vitello tonnato,15,2,sott',ADP,case
Vitello tonnato,15,3,olio,NOUN,obl
Vitello tonnato,15,4,3,NUM,nummod
Vitello tonnato,15,5,filetti,NOUN,punct
Vitello tonnato,16,1,Capperi,NOUN,ROOT
Vitello tonnato,16,2,sotto,ADP,case
Vitello tonnato,16,3,sale,NOUN,nmod
Vitello tonnato,16,4,5,NUM,nummod
Vitello tonnato,16,5,g,X,punct
Vitello tonnato,17,1,Frutti,NOUN,ROOT
Vitello tonnato,17,2,di,ADP,case
Vitello tonnato,17,3,cappero,NOUN,nmod
Vitello tonnato,17,4, ,SPACE,dep
Vitello tonnato,17,5,per,ADP,mark
Vitello tonnato,17,6,decorare,VERB,acl
Vitello tonnato,17,7, ,SPACE,dep
Vitello tonnato,17,8,q.b,NOUN,obj
Vitello tonnato,17,9,.,PUNCT,punct
Vitello tonnato,18,1,Brodo,NOUN,ROOT
Vitello tonnato,18,2,di,ADP,case
Vitello tonnato,18,3,carne,NOUN,nmod
Vitello tonnato,18,4,150,NUM,nummod
Vitello tonnato,18,5,g,CCONJ,dep
Cheesecake fredda,1,1,Biscotti,PROPN,nsubj
Cheesecake fredda,1,2,secchi,ADJ,ROOT
Cheesecake fredda,1,3,200,NUM,obj
Cheesecake fredda,1,4,g,X,dep
Cheesecake fredda,2,1,Burro,PROPN,amod
Cheesecake fredda,2,2,fuso,NOUN,ROOT
Cheesecake fredda,2,3,100,NUM,nummod
Cheesecake fredda,3,1,Formaggio,PROPN,ROOT
Cheesecake fredda,3,2,fresco,ADJ,amod
Cheesecake fredda,3,3,spalmabile,ADJ,amod
Cheesecake fredda,3,4,1,NUM,nummod
Cheesecake fredda,3,5,kg,NOUN,nmod
Cheesecake fredda,4,1,Panna,PROPN,ROOT
Cheesecake fredda,4,2,fresca,ADJ,amod
Cheesecake fredda,4,3,liquida,VERB,nmod
Cheesecake fredda,4,4,200,NUM,nummod
Cheesecake fredda,4,5,g,X,punct
Cheesecake fredda,5,1,Zucchero,NOUN,ROOT
Cheesecake fredda,5,2,a,ADP,mark
Cheesecake fredda,5,3,velo,VERB,advmod
Cheesecake fredda,5,4,200,NUM,obj
Cheesecake fredda,5,5,g,CCONJ,dep
Cheesecake fredda,6,1,Gelatina,PROPN,ROOT
Cheesecake fredda,6,2,in,ADP,case
Cheesecake fredda,6,3,fogli,NOUN,nmod
Cheesecake fredda,6,4,10,NUM,nummod
Cheesecake fredda,6,5,g,X,punct
Cheesecake fredda,7,1,Baccello,NOUN,ROOT
Cheesecake fredda,7,2,di,ADP,case
Cheesecake fredda,7,3,vaniglia,NOUN,nmod
Cheesecake fredda,7,4,1,NUM,nummod
Cheesecake fredda,8,1,Lamponi,NOUN,ROOT
Cheesecake fredda,8,2,150,NUM,nummod
Cheesecake fredda,8,3,g,CCONJ,ROOT
Cheesecake fredda,9,1,Zucchero,NOUN,ROOT
Cheesecake fredda,9,2,a,ADP,case
Cheesecake fredda,9,3,velo,NOUN,nmod
Cheesecake fredda,9,4,25,NUM,nummod
Cheesecake fredda,9,5,g,CCONJ,punct
Cheesecake fredda,10,1,Mirtilli,PROPN,ROOT
Cheesecake fredda,10,2,50,NUM,flat:name
Cheesecake fredda,10,3,g,CCONJ,punct
Cheesecake fredda,11,1,Lamponi,PROPN,ROOT
Cheesecake fredda,11,2,50,NUM,nummod
Cheesecake fredda,11,3,g,CCONJ,punct
Cheesecake fredda,12,1,Fragole,ADJ,ROOT
Cheesecake fredda,12,2,50,NUM,nummod
Cheesecake fredda,12,3,g,CCONJ,punct
Cheesecake fredda,13,1,Menta,PROPN,det
Cheesecake fredda,13,2,q.b,NOUN,ROOT
Cheesecake fredda,13,3,.,PUNCT,punct
Riso alla cantonese,1,1,Riso,NOUN,ROOT
Riso alla cantonese,1,2,Ribe,PROPN,flat:name
Riso alla cantonese,1,3,200,NUM,nummod
Riso alla cantonese,1,4,g,X,punct
Riso alla cantonese,2,1,Pisellini,PROPN,ROOT
Riso alla cantonese,2,2,50,NUM,nummod
Riso alla cantonese,2,3,g,CCONJ,punct
Riso alla cantonese,3,1,Prosciutto,NOUN,ROOT
Riso alla cantonese,3,2,cotto,ADJ,amod
Riso alla cantonese,3,3,30,NUM,nummod
Riso alla cantonese,3,4,g,NOUN,punct
Riso alla cantonese,4,1,Uova,NOUN,ROOT
Riso alla cantonese,4,2,medie,ADJ,amod
Riso alla cantonese,4,3,2,NUM,nummod
Riso alla cantonese,5,1,Acqua,NOUN,ROOT
Riso alla cantonese,5,2,200,NUM,nummod
Riso alla cantonese,5,3,g,X,punct
Riso alla cantonese,6,1,Vino,NOUN,ROOT
Riso alla cantonese,6,2,di,ADP,case
Riso alla cantonese,6,3,riso,NOUN,nmod
Riso alla cantonese,6,4,25,NUM,nummod
Riso alla cantonese,6,5,g,X,fixed
Riso alla cantonese,7,1,Olio,NOUN,ROOT
Riso alla cantonese,7,2,di,ADP,case
Riso alla cantonese,7,3,semi,NOUN,nmod
Riso alla cantonese,7,4,di,ADP,case
Riso alla cantonese,7,5,arachide,NOUN,nmod
Riso alla cantonese,7,6,(,PUNCT,punct
Riso alla cantonese,7,7,o,CCONJ,cc
Riso alla cantonese,7,8,di,ADP,case
Riso alla cantonese,7,9,girasole,NOUN,nmod
Riso alla cantonese,7,10,),PUNCT,punct
Riso alla cantonese,7,11, ,SPACE,dep
Riso alla cantonese,7,12,q.b,NOUN,nmod
Riso alla cantonese,7,13,.,PUNCT,punct
Riso alla cantonese,8,1,Erba,VERB,ROOT
Riso alla cantonese,8,2,cipollina,ADJ,amod
Riso alla cantonese,8,3,q.b,PROPN,nmod
Riso alla cantonese,8,4,.,PUNCT,punct
Riso alla cantonese,9,1,Sale,VERB,ROOT
Riso alla cantonese,9,2,fino,ADP,case
Riso alla cantonese,9,3,q.b,NOUN,nmod
Riso alla cantonese,9,4,.,PUNCT,punct
Chili con carne,1,1,Manzo,PROPN,ROOT
Chili con carne,1,2,macinato,ADJ,amod
Chili con carne,1,3,800,NUM,flat:name
Chili con carne,1,4,g,X,flat:name
Chili con carne,2,1,Fagioli,NOUN,ROOT
Chili con carne,2,2,neri,ADJ,amod
Chili con carne,2,3,precotti,ADJ,amod
Chili con carne,2,4,(,PUNCT,punct
Chili con carne,2,5,peso,NOUN,nmod
Chili con carne,2,6,non,ADV,advmod
Chili con carne,2,7,sgocciolato,ADJ,amod
Chili con carne,2,8,),PUNCT,punct
Chili con carne,2,9,1170,NUM,nummod
Chili con carne,2,10,g,CCONJ,ROOT
Chili con carne,3,1,Peperoni,PROPN,ROOT
Chili con carne,3,2,rossi,PROPN,flat:name
Chili con carne,3,3,250,NUM,flat:name
Chili con carne,3,4,g,CCONJ,punct
Chili con carne,4,1,Passata,NOUN,ROOT
Chili con carne,4,2,di,ADP,case
Chili con carne,4,3,pomodoro,NOUN,nmod
Chili con carne,4,4,500,NUM,amod
Chili con carne,4,5,g,DET,punct
Chili con carne,5,1,Brodo,NOUN,ROOT
Chili con carne,5,2,di,ADP,case
Chili con carne,5,3,carne,NOUN,nmod
Chili con carne,5,4,360,NUM,nummod
Chili con carne,5,5,g,NUM,nummod
Chili con carne,6,1,Cipolle,NOUN,ROOT
Chili con carne,6,2,bianche,ADJ,amod
Chili con carne,6,3,(,PUNCT,punct
Chili con carne,6,4,circa,ADV,advmod
Chili con carne,6,5,2,NUM,nummod
Chili con carne,6,6,),PUNCT,punct
Chili con carne,6,7,160,NUM,nummod
Chili con carne,6,8,g,CCONJ,punct
Chili con carne,7,1,Cipolle,NOUN,ROOT
Chili con carne,7,2,rosse,ADJ,amod
Chili con carne,7,3,(,PUNCT,punct
Chili con carne,7,4,circa,ADV,advmod
Chili con carne,7,5,1,NUM,nummod
Chili con carne,7,6,),PUNCT,punct
Chili con carne,7,7,100,NUM,nummod
Chili con carne,7,8,g,CCONJ,punct
Chili con carne,8,1,Aglio,NOUN,ROOT
Chili con carne,8,2,3,NUM,nummod
Chili con carne,8,3,spicchi,NOUN,ROOT
Chili con carne,9,1,Peperoncino,NOUN,ROOT
Chili con carne,9,2,fresco,ADJ,amod
Chili con carne,9,3,1,NUM,nummod
Chili con carne,10,1,Olio,PROPN,ROOT
Chili con carne,10,2,extravergine,ADJ,amod
Chili con carne,10,3,d',ADP,case
Chili con carne,10,4,oliva,NOUN,nmod
Chili con carne,10,5,30,NUM,nummod
Chili con carne,10,6,g,NOUN,punct
Chili con carne,11,1,Cumino,ADV,case
Chili con carne,11,2,in,ADP,case
Chili con carne,11,3,polvere,NOUN,obl
Chili con carne,11,4,1,NUM,nummod
Chili con carne,11,5,cucchiaino,NOUN,ROOT
Chili con carne,12,1,Coriandolo,PROPN,ROOT
Chili con carne,12,2,in,ADP,case
Chili con carne,12,3,polvere,NOUN,nmod
Chili con carne,12,4,1,NUM,nummod
Chili con carne,12,5,cucchiaino,NOUN,amod
Chili con carne,13,1,Zucchero,NOUN,ROOT
Chili con carne,13,2,di,ADP,case
Chili con carne,13,3,canna,NOUN,nmod
Chili con carne,13,4,1,NUM,nummod
Chili con carne,13,5,cucchiaino,NOUN,amod
Chili con carne,14,1,Pepe,NOUN,ROOT
Chili con carne,14,2,nero,ADJ,amod
Chili con carne,14,3,1,NUM,flat:name
Chili con carne,14,4,cucchiaino,NOUN,amod
Chili con carne,15,1,Sale,VERB,ROOT
Chili con carne,15,2,fino,ADP,case
Chili con carne,15,3,2,NUM,nummod
Chili con carne,15,4,cucchiaini,NOUN,nmod
Chili con carne,16,1,Coriandolo,PROPN,ROOT
Chili con carne,16,2,q.b,NOUN,flat:name
Chili con carne,16,3,.,PUNCT,punct
Spaghetti Cacio e Pepe,1,1,Spaghettoni,NOUN,ROOT
Spaghetti Cacio e Pepe,1,2,grossi,ADJ,amod
Spaghetti Cacio e Pepe,1,3,320,NUM,nummod
Spaghetti Cacio e Pepe,1,4,g,CCONJ,nmod
Spaghetti Cacio e Pepe,2,1,Pecorino,PROPN,ROOT
Spaghetti Cacio e Pepe,2,2,Romano,PROPN,flat:name
Spaghetti Cacio e Pepe,2,3,DOP,PROPN,nmod
Spaghetti Cacio e Pepe,2,4,stagionatura,NOUN,nmod
Spaghetti Cacio e Pepe,2,5,media,ADJ,amod
Spaghetti Cacio e Pepe,2,6,",",PUNCT,punct
Spaghetti Cacio e Pepe,2,7,da,ADP,mark
Spaghetti Cacio e Pepe,2,8,grattugiare,VERB,acl
Spaghetti Cacio e Pepe,2,9,200,NUM,obj
Spaghetti Cacio e Pepe,2,10,g,X,dep
Spaghetti Cacio e Pepe,3,1,Pepe,NOUN,ROOT
Spaghetti Cacio e Pepe,3,2,nero,ADJ,amod
Spaghetti Cacio e Pepe,3,3,in,ADP,case
Spaghetti Cacio e Pepe,3,4,grani,NOUN,nmod
Spaghetti Cacio e Pepe,3,5,5,NUM,nummod
Spaghetti Cacio e Pepe,3,6,g,NUM,fixed
Ragù alla bolognese,1,1,Macinato,NOUN,ROOT
Ragù alla bolognese,1,2,di,ADP,case
Ragù alla bolognese,1,3,manzo,NOUN,nmod
Ragù alla bolognese,1,4,400,NUM,nummod
Ragù alla bolognese,1,5,g,NUM,advmod
Ragù alla bolognese,2,1,Passata,NOUN,ROOT
Ragù alla bolognese,2,2,di,ADP,case
Ragù alla bolognese,2,3,pomodoro,NOUN,nmod
Ragù alla bolognese,2,4,200,NUM,nummod
Ragù alla bolognese,2,5,g,CCONJ,punct
Ragù alla bolognese,3,1,Pancetta,VERB,ROOT
Ragù alla bolognese,3,2,fresca,ADJ,xcomp
Ragù alla bolognese,3,3,150,NUM,nummod
Ragù alla bolognese,3,4,g,CCONJ,punct
Ragù alla bolognese,4,1,Carote,NOUN,ROOT
Ragù alla bolognese,4,2,60,NUM,nummod
Ragù alla bolognese,4,3,g,X,punct
Ragù alla bolognese,5,1,Sedano,VERB,ROOT
Ragù alla bolognese,5,2,60,NUM,nummod
Ragù alla bolognese,5,3,g,X,punct
Ragù alla bolognese,6,1,Cipolle,NOUN,ROOT
Ragù alla bolognese,6,2,dorate,ADJ,amod
Ragù alla bolognese,6,3,60,NUM,nummod
Ragù alla bolognese,6,4,g,X,punct
Ragù alla bolognese,7,1,Doppio,ADJ,amod
Ragù alla bolognese,7,2,concentrato,NOUN,ROOT
Ragù alla bolognese,7,3,di,ADP,case
Ragù alla bolognese,7,4,pomodoro,NOUN,nmod
Ragù alla bolognese,7,5,1,NUM,nmod
Ragù alla bolognese,7,6,cucchiaio,NOUN,punct
Ragù alla bolognese,8,1,Vino,NOUN,ROOT
Ragù alla bolognese,8,2,rosso,ADJ,amod
Ragù alla bolognese,8,3,1,NUM,flat:name
Ragù alla bolognese,8,4,bicchiere,NOUN,nmod
Ragù alla bolognese,9,1,Brodo,NOUN,ROOT
Ragù alla bolognese,9,2,vegetale,ADJ,amod
Ragù alla bolognese,9,3,200,NUM,nummod
Ragù alla bolognese,9,4,g,X,punct
Ragù alla bolognese,10,1,Olio,PROPN,ROOT
Ragù alla bolognese,10,2,extravergine,ADJ,amod
Ragù alla bolognese,10,3,d',ADP,case
Ragù alla bolognese,10,4,oliva,NOUN,nmod
Ragù alla bolognese,10,5,3,NUM,nummod
Ragù alla bolognese,10,6,cucchiai,NOUN,nmod
Ragù alla bolognese,11,1,Sale,VERB,ROOT
Ragù alla bolognese,11,2,fino,ADP,case
Ragù alla bolognese,11,3,q.b,NOUN,nmod
Ragù alla bolognese,11,4,.,PUNCT,punct
Ragù alla bolognese,12,1,Pepe,NOUN,ROOT
Ragù alla bolognese,12,2,nero,ADJ,amod
Ragù alla bolognese,12,3,q.b,SYM,fixed
Ragù alla bolognese,12,4,.,PUNCT,punct
Torta al cioccolato,1,1,Cioccolato,VERB,ROOT
Torta al cioccolato,1,2,fondente,ADV,advmod
Torta al cioccolato,1,3,al,ADP,case
Torta al cioccolato,1,4,55,NUM,nummod
Torta al cioccolato,1,5,%,SYM,obl
Torta al cioccolato,1,6,150,NUM,nummod
Torta al cioccolato,1,7,g,CCONJ,punct
Torta al cioccolato,2,1,Burro,PROPN,ROOT
Torta al cioccolato,2,2,(,PUNCT,punct
Torta al cioccolato,2,3,a,ADP,case
Torta al cioccolato,2,4,temperatura,NOUN,nmod
Torta al cioccolato,2,5,ambiente,NOUN,compound
Torta al cioccolato,2,6,),PUNCT,punct
Torta al cioccolato,2,7,200,NUM,nummod
Torta al cioccolato,2,8,g,CCONJ,ROOT
Torta al cioccolato,3,1,Zucchero,NOUN,ROOT
Torta al cioccolato,3,2,150,NUM,nummod
Torta al cioccolato,3,3,g,CCONJ,punct
Torta al cioccolato,4,1,Farina,PROPN,ROOT
Torta al cioccolato,4,2,00,NUM,flat:name
Torta al cioccolato,4,3,150,NUM,flat:name
Torta al cioccolato,4,4,g,CCONJ,punct
Torta al cioccolato,5,1,Cacao,NOUN,ROOT
Torta al cioccolato,5,2,amaro,ADJ,amod
Torta al cioccolato,5,3,in,ADP,case
Torta al cioccolato,5,4,polvere,NOUN,nmod
Torta al cioccolato,5,5,30,NUM,nummod
Torta al cioccolato,5,6,g,NUM,fixed
Torta al cioccolato,6,1,Uova,NOUN,ROOT
Torta al cioccolato,6,2,(,PUNCT,punct
Torta al cioccolato,6,3,a,ADP,case
Torta al cioccolato,6,4,temperatura,NOUN,nmod
Torta al cioccolato,6,5,ambiente,NOUN,compound
Torta al cioccolato,6,6,),PUNCT,punct
Torta al cioccolato,6,7,4,NUM,ROOT
Torta al cioccolato,7,1,Lievito,VERB,ROOT
Torta al cioccolato,7,2,in,ADP,case
Torta al cioccolato,7,3,polvere,NOUN,obl
Torta al cioccolato,7,4,per,ADP,case
Torta al cioccolato,7,5,dolci,NOUN,nmod
Torta al cioccolato,7,6,8,NUM,nummod
Torta al cioccolato,7,7,g,NUM,fixed
Torta al cioccolato,8,1,Sale,VERB,ROOT
Torta al cioccolato,8,2,fino,ADP,case
Torta al cioccolato,8,3,1,NUM,nummod
Torta al cioccolato,8,4,pizzico,NOUN,amod
Torta al cioccolato,9,1,Cacao,NOUN,ROOT
Torta al cioccolato,9,2,amaro,ADJ,amod
Torta al cioccolato,9,3,in,ADP,case
Torta al cioccolato,9,4,polvere,NOUN,nmod
Torta al cioccolato,9,5,q.b,NOUN,nummod
Torta al cioccolato,9,6,.,PUNCT,punct
Crema al caffè,1,1,Panna,PROPN,ROOT
Crema al caffè,1,2,fresca,ADJ,amod
Crema al caffè,1,3,liquida,PROPN,nmod
Crema al caffè,1,4,(,PUNCT,punct
Crema al caffè,1,5,fredda,NOUN,appos
Crema al caffè,1,6,di,ADP,case
Crema al caffè,1,7,frigo,PROPN,nmod
Crema al caffè,1,8,),PUNCT,punct
Crema al caffè,1,9,300,NUM,flat:name
Crema al caffè,1,10,g,NOUN,nmod
Crema al caffè,2,1,Caffè,PROPN,nsubj
Crema al caffè,2,2,(,PUNCT,punct
Crema al caffè,2,3,della,ADP,case
Crema al caffè,2,4,moka,PROPN,nmod
Crema al caffè,2,5,",",PUNCT,punct
Crema al caffè,2,6,da,ADP,mark
Crema al caffè,2,7,far,VERB,acl
Crema al caffè,2,8,raffreddare,VERB,ccomp
Crema al caffè,2,9,bene,ADV,advmod
Crema al caffè,2,10,),PUNCT,punct
Crema al caffè,2,11,70,NUM,ROOT
Crema al caffè,2,12,g,CCONJ,punct
Crema al caffè,3,1,Zucchero,NOUN,ROOT
Crema al caffè,3,2,40,NUM,nummod
Crema al caffè,3,3,g,X,punct
Tzatziki,1,1,Yogurt,PROPN,nsubj
Tzatziki,1,2,greco,ADJ,ROOT
Tzatziki,1,3,400,NUM,obj
Tzatziki,1,4,g,CCONJ,punct
Tzatziki,2,1,Cetrioli,PROPN,ROOT
Tzatziki,2,2,(,PUNCT,punct
Tzatziki,2,3,175,NUM,nummod
Tzatziki,2,4,g,CCONJ,cc
Tzatziki,2,5,circa,ADV,conj
Tzatziki,2,6,),PUNCT,punct
Tzatziki,2,7,1,NUM,ROOT
Tzatziki,3,1,Aglio,NOUN,ROOT
Tzatziki,3,2,2,NUM,nummod
Tzatziki,3,3,spicchi,NOUN,ROOT
Tzatziki,4,1,Olio,PROPN,ROOT
